04/13/17,14:20:32 EDT,73.93999862670898,32.20000076293945
04/13/17,14:20:45 EDT,73.93999862670898,32.400001525878906
04/13/17,14:22:02 EDT,73.93999862670898,32.5
04/13/17,14:24:02 EDT,73.93999862670898,32.599998474121094
04/13/17,14:24:29 EDT,73.93999862670898,32.5
04/13/17,14:26:02 EDT,74.1199993133545,32.599998474121094
04/13/17,14:28:02 EDT,74.1199993133545,32.5
04/13/17,14:28:13 EDT,74.1199993133545,32.5
04/13/17,14:30:02 EDT,74.1199993133545,32.20000076293945
04/13/17,14:32:02 EDT,74.3,32.400001525878906
04/13/17,14:34:02 EDT,74.3,32.599998474121094
04/13/17,14:36:01 EDT,74.1199993133545,32.099998474121094
04/13/17,14:38:02 EDT,74.3,32.20000076293945
04/13/17,14:40:02 EDT,74.3,32.599998474121094
04/13/17,14:42:02 EDT,74.48000068664551,32.79999923706055
04/13/17,14:44:02 EDT,74.48000068664551,33.20000076293945
04/13/17,14:46:02 EDT,74.48000068664551,33.0
04/13/17,14:48:02 EDT,74.48000068664551,33.400001525878906
04/13/17,14:50:02 EDT,74.3,33.599998474121094
04/13/17,14:52:02 EDT,74.3,33.79999923706055
04/13/17,14:54:01 EDT,74.3,34.20000076293945
04/13/17,14:56:04 EDT,74.1199993133545,34.400001525878906
04/13/17,14:58:04 EDT,74.1199993133545,34.099998474121094
04/13/17,15:00:01 EDT,74.1199993133545,33.79999923706055
04/13/17,15:02:02 EDT,74.1199993133545,32.900001525878906
04/13/17,15:04:02 EDT,73.93999862670898,32.29999923706055
04/13/17,15:06:02 EDT,73.93999862670898,32.5
04/13/17,15:08:02 EDT,73.93999862670898,32.599998474121094
04/13/17,15:10:07 EDT,73.93999862670898,32.5
04/13/17,15:12:02 EDT,73.93999862670898,32.5
04/13/17,15:14:02 EDT,73.93999862670898,32.599998474121094
04/13/17,15:16:01 EDT,73.93999862670898,32.5
04/13/17,15:18:01 EDT,73.76000137329102,32.29999923706055
04/13/17,15:20:05 EDT,73.93999862670898,32.400001525878906
04/13/17,15:22:02 EDT,73.93999862670898,32.5
04/13/17,15:24:02 EDT,73.93999862670898,32.900001525878906
04/13/17,15:26:02 EDT,73.93999862670898,33.20000076293945
04/13/17,15:28:02 EDT,73.93999862670898,33.400001525878906
04/13/17,15:30:02 EDT,73.93999862670898,33.5
04/13/17,15:32:02 EDT,73.93999862670898,33.599998474121094
04/13/17,15:34:01 EDT,73.93999862670898,33.5
04/13/17,15:36:02 EDT,73.93999862670898,33.599998474121094
04/13/17,15:38:02 EDT,73.93999862670898,33.599998474121094
04/13/17,15:40:02 EDT,73.93999862670898,33.70000076293945
04/13/17,15:42:05 EDT,73.93999862670898,33.79999923706055
04/13/17,15:44:02 EDT,73.93999862670898,33.79999923706055
04/13/17,15:46:02 EDT,73.93999862670898,33.70000076293945
04/13/17,15:48:02 EDT,73.93999862670898,33.70000076293945
04/13/17,15:50:02 EDT,73.93999862670898,33.70000076293945
04/13/17,15:52:02 EDT,73.93999862670898,33.79999923706055
04/13/17,15:54:02 EDT,74.1199993133545,33.900001525878906
04/13/17,15:56:02 EDT,73.93999862670898,33.900001525878906
04/13/17,15:58:02 EDT,74.1199993133545,33.900001525878906
04/13/17,16:00:02 EDT,74.1199993133545,33.900001525878906
04/13/17,16:02:01 EDT,74.1199993133545,33.900001525878906
04/13/17,16:04:02 EDT,74.1199993133545,34.0
04/13/17,16:06:02 EDT,74.1199993133545,34.0
04/13/17,16:08:02 EDT,74.1199993133545,34.0
04/13/17,16:10:02 EDT,74.1199993133545,34.0
04/13/17,16:12:02 EDT,74.1199993133545,33.900001525878906
04/13/17,16:14:02 EDT,74.1199993133545,34.0
04/13/17,16:16:02 EDT,74.1199993133545,34.0
04/13/17,16:18:02 EDT,74.1199993133545,33.900001525878906
04/13/17,16:20:04 EDT,74.1199993133545,33.900001525878906
04/13/17,16:22:05 EDT,74.1199993133545,34.0
04/13/17,16:24:01 EDT,74.3,33.79999923706055
04/13/17,16:26:02 EDT,74.3,33.79999923706055
04/13/17,16:28:02 EDT,74.3,33.79999923706055
04/13/17,16:30:02 EDT,74.3,33.900001525878906
04/13/17,16:32:02 EDT,74.3,33.79999923706055
04/13/17,16:34:02 EDT,74.3,33.599998474121094
04/13/17,16:36:02 EDT,74.3,33.5
04/13/17,16:38:02 EDT,74.3,33.5
04/13/17,16:40:01 EDT,74.3,33.5
04/13/17,16:42:02 EDT,74.3,33.400001525878906
04/13/17,16:44:02 EDT,74.3,33.29999923706055
04/13/17,16:46:01 EDT,74.3,33.29999923706055
04/13/17,16:48:02 EDT,74.48000068664551,33.29999923706055
04/13/17,16:50:02 EDT,74.48000068664551,33.29999923706055
04/13/17,16:52:02 EDT,74.3,33.099998474121094
04/13/17,16:54:02 EDT,74.48000068664551,33.20000076293945
04/13/17,16:56:02 EDT,74.3,32.900001525878906
04/13/17,16:58:02 EDT,74.48000068664551,33.099998474121094
04/13/17,17:00:02 EDT,74.48000068664551,33.099998474121094
04/13/17,17:02:04 EDT,74.3,33.0
04/13/17,17:04:04 EDT,74.48000068664551,32.900001525878906
04/13/17,17:06:02 EDT,74.3,32.70000076293945
04/13/17,17:08:02 EDT,74.48000068664551,32.79999923706055
04/13/17,17:10:02 EDT,74.48000068664551,33.20000076293945
04/13/17,17:12:02 EDT,74.3,33.5
04/13/17,17:14:02 EDT,74.3,33.599998474121094
04/13/17,17:16:02 EDT,74.3,33.599998474121094
04/13/17,17:18:02 EDT,74.3,33.5
04/13/17,17:20:02 EDT,74.3,33.0
