03/31/17,14:12:55 EDT,69.9116
03/31/17,14:16:02 EDT,69.9116
03/31/17,14:18:02 EDT,69.9116
03/31/17,14:20:02 EDT,69.8
03/31/17,14:22:02 EDT,69.9116
03/31/17,14:24:02 EDT,69.8
03/31/17,14:26:02 EDT,69.8
03/31/17,14:28:02 EDT,69.9116
03/31/17,14:30:02 EDT,69.9116
03/31/17,14:32:02 EDT,69.9116
03/31/17,14:34:02 EDT,69.9116
03/31/17,14:36:02 EDT,69.9116
03/31/17,14:38:02 EDT,69.9116
03/31/17,14:40:02 EDT,69.8
03/31/17,14:42:02 EDT,69.8
03/31/17,14:44:02 EDT,69.8
03/31/17,14:46:02 EDT,69.8
03/31/17,14:48:02 EDT,69.6866
03/31/17,14:50:02 EDT,69.6866
03/31/17,14:52:02 EDT,69.575
03/31/17,14:54:02 EDT,69.575
03/31/17,14:56:02 EDT,69.4616
03/31/17,14:58:02 EDT,69.4616
03/31/17,15:00:02 EDT,69.35
03/31/17,15:02:02 EDT,69.35
03/31/17,15:04:02 EDT,69.35
03/31/17,15:06:02 EDT,69.23660000000001
03/31/17,15:08:02 EDT,69.23660000000001
03/31/17,15:10:02 EDT,69.23660000000001
03/31/17,15:12:02 EDT,69.125
03/31/17,15:14:02 EDT,69.125
03/31/17,15:16:02 EDT,69.125
03/31/17,15:18:02 EDT,69.125
03/31/17,15:20:02 EDT,69.125
03/31/17,15:22:02 EDT,69.125
03/31/17,15:24:02 EDT,69.125
03/31/17,15:26:02 EDT,69.125
03/31/17,15:28:02 EDT,69.0116
03/31/17,15:30:02 EDT,69.0116
03/31/17,15:32:02 EDT,69.125
03/31/17,15:34:02 EDT,69.23660000000001
03/31/17,15:36:02 EDT,69.23660000000001
03/31/17,15:38:02 EDT,69.23660000000001
03/31/17,15:40:02 EDT,69.35
03/31/17,15:42:02 EDT,69.35
03/31/17,15:44:02 EDT,69.35
03/31/17,15:46:02 EDT,69.35
03/31/17,15:48:02 EDT,69.35
03/31/17,15:50:02 EDT,69.35
03/31/17,15:52:02 EDT,69.6866
03/31/17,15:54:02 EDT,69.9116
03/31/17,15:56:02 EDT,70.1366
03/31/17,15:58:02 EDT,70.36160000000001
03/31/17,16:00:02 EDT,70.5866
03/31/17,16:02:02 EDT,70.475
03/31/17,16:04:02 EDT,70.36160000000001
03/31/17,16:06:02 EDT,70.25
03/31/17,16:08:02 EDT,70.25
03/31/17,16:10:02 EDT,70.1366
03/31/17,16:12:02 EDT,70.1366
03/31/17,16:14:02 EDT,70.1366
03/31/17,16:16:02 EDT,70.1366
03/31/17,16:18:02 EDT,70.1366
03/31/17,16:20:02 EDT,70.025
03/31/17,16:22:01 EDT,70.1366
03/31/17,16:24:01 EDT,70.1366
03/31/17,16:26:02 EDT,70.1366
03/31/17,16:28:02 EDT,70.1366
03/31/17,16:30:02 EDT,70.1366
03/31/17,16:32:02 EDT,70.1366
03/31/17,16:34:02 EDT,70.1366
03/31/17,16:36:02 EDT,70.1366
03/31/17,16:38:02 EDT,70.1366
03/31/17,16:40:02 EDT,70.1366
03/31/17,16:42:02 EDT,70.1366
03/31/17,16:44:02 EDT,70.1366
03/31/17,16:46:02 EDT,70.1366
03/31/17,16:48:02 EDT,70.1366
03/31/17,16:50:02 EDT,70.1366
03/31/17,16:52:02 EDT,70.1366
03/31/17,16:54:02 EDT,70.1366
03/31/17,16:56:02 EDT,70.1366
03/31/17,16:58:02 EDT,70.1366
03/31/17,17:00:02 EDT,70.1366
03/31/17,17:02:02 EDT,70.1366
03/31/17,17:04:02 EDT,70.1366
03/31/17,17:06:02 EDT,70.1366
03/31/17,17:08:02 EDT,70.1366
03/31/17,17:10:02 EDT,70.25
03/31/17,17:12:02 EDT,70.25
03/31/17,17:14:02 EDT,70.25
03/31/17,17:16:02 EDT,70.25
03/31/17,17:18:02 EDT,70.25
03/31/17,17:20:02 EDT,70.25
03/31/17,17:22:02 EDT,70.25
03/31/17,17:24:02 EDT,70.25
03/31/17,17:26:02 EDT,70.25
03/31/17,17:28:02 EDT,70.25
03/31/17,17:30:02 EDT,70.1366
03/31/17,17:32:02 EDT,70.1366
03/31/17,17:34:02 EDT,70.1366
03/31/17,17:36:02 EDT,70.025
03/31/17,17:38:02 EDT,70.025
03/31/17,17:40:02 EDT,70.025
03/31/17,17:42:02 EDT,70.025
03/31/17,17:44:02 EDT,69.9116
03/31/17,17:46:02 EDT,69.9116
03/31/17,17:48:02 EDT,69.9116
03/31/17,17:50:02 EDT,69.9116
03/31/17,17:52:02 EDT,69.8
03/31/17,17:54:02 EDT,69.8
03/31/17,17:56:02 EDT,69.6866
03/31/17,17:58:02 EDT,69.6866
03/31/17,18:00:02 EDT,69.6866
03/31/17,18:02:02 EDT,69.575
03/31/17,18:04:02 EDT,69.575
03/31/17,18:06:02 EDT,69.575
03/31/17,18:08:02 EDT,69.4616
03/31/17,18:10:02 EDT,69.4616
03/31/17,18:12:02 EDT,69.4616
